codcom;commune;RP2020;Département;Nom_CPTS;FINESS;Nom_CPTS_Miniscule;Statut
32104;Clermont-Pouyguillès;160;32-Gers;;;;
32105;Clermont-Savès;414;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32106;Cologne;928;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32107;Condom;6478;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32108;Corneillan;154;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32109;Couloumé-Mondebat;196;32-Gers;;;;
32110;Courrensan;397;32-Gers;;;;
32111;Courties;49;32-Gers;;;;
32112;Crastes;255;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32113;Cravencères;89;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32114;Cuélas;124;32-Gers;;;;
32115;Dému;325;32-Gers;;;;
32116;Duffort;150;32-Gers;;;;
32117;Duran;854;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32118;Durban;137;32-Gers;;;;
32119;Eauze;3998;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32120;Encausse;431;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32121;Endoufielle;505;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32122;Esclassan-Labastide;346;32-Gers;;;;
32123;Escornebœuf;566;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32124;Espaon;186;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32125;Espas;125;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32126;Estampes;162;32-Gers;;;;
32127;Estang;665;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32128;Estipouy;207;32-Gers;;;;
32129;Estramiac;140;32-Gers;;;;
32130;Faget-Abbatial;218;32-Gers;;;;
32131;Flamarens;150;32-Gers;;;;
32132;Fleurance;5890;32-Gers;;;;
32133;Fourcès;262;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32134;Frégouville;339;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32135;Fustérouau;135;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32136;Galiax;177;32-Gers;;;;
32138;Garravet;152;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32139;Gaudonville;110;32-Gers;CPTS LOMAGNE-GARONNE;82 001 063 5;Lomagne-Garonne;Accord conventionnel interprofessionnel signé
32140;Gaujac;72;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32141;Gaujan;114;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32142;Gavarret-sur-Aulouste;139;32-Gers;;;;
32143;Gazaupouy;264;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32144;Gazax-et-Baccarisse;72;32-Gers;;;;
32145;Gée-Rivière;46;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32146;Gimbrède;272;32-Gers;;;;
32147;Gimont;3008;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32148;Giscaro;104;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32149;Gondrin;1201;32-Gers;;;;
32150;Goutz;213;32-Gers;;;;
32151;Goux;62;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32152;Haget;332;32-Gers;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
32153;Haulies;163;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32154;Homps;110;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32155;Le Houga;1158;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32156;Idrac-Respaillès;215;32-Gers;;;;
32157;L'Isle-Arné;193;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32158;L'Isle-Bouzon;241;32-Gers;;;;
32159;L'Isle-de-Noé;552;32-Gers;;;;
32160;L'Isle-Jourdain;9227;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32161;Izotges;89;32-Gers;;;;
32162;Jegun;1164;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32163;Jû-Belloc;291;32-Gers;;;;
32164;Juillac;117;32-Gers;;;;
32165;Juilles;222;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32166;Justian;116;32-Gers;;;;
32167;Laas;312;32-Gers;;;;
32169;Labarthe;148;32-Gers;;;;
32170;Labarthète;141;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32171;Labastide-Savès;180;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32172;Labéjan;294;32-Gers;;;;
32173;Labrihe;215;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32174;Ladevèze-Rivière;220;32-Gers;;;;
32175;Ladevèze-Ville;217;32-Gers;;;;
32176;Lagarde;122;32-Gers;;;;
32177;Lagarde-Hachan;167;32-Gers;;;;
32178;Lagardère;77;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32180;Lagraulet-du-Gers;555;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32181;Laguian-Mazous;246;32-Gers;;;;
32182;Lahas;180;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32183;Lahitte;228;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32184;Lalanne;130;32-Gers;;;;
32185;Lalanne-Arqué;150;32-Gers;;;;
32186;Lamaguère;80;32-Gers;;;;
32187;Lamazère;123;32-Gers;;;;
32188;Lamothe-Goas;80;32-Gers;;;;
32189;Lannemaignan;106;32-Gers;;;;
32190;Lannepax;512;32-Gers;;;;
32191;Lanne-Soubiran;145;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32192;Lannux;229;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32193;Larée;238;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32194;Larressingle;210;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32195;Larroque-Engalin;45;32-Gers;;;;
32196;Larroque-Saint-Sernin;164;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32197;Larroque-sur-l'Osse;221;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32198;Lartigue;198;32-Gers;;;;
32199;Lasserrade;187;32-Gers;;;;
32200;Lasséran;366;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32201;Lasseube-Propre;338;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32202;Laujuzan;282;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32203;Lauraët;253;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32204;Lavardens;368;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32205;Laveraët;105;32-Gers;;;;
32206;Laymont;219;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32207;Leboulin;340;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32208;Lectoure;3687;32-Gers;;;;
32209;Lelin-Lapujolle;280;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32210;Lias;744;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32211;Lias-d'Armagnac;197;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32212;Ligardes;212;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32213;Lombez;2152;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32214;Loubédat;98;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32215;Loubersan;151;32-Gers;;;;
32216;Lourties-Monbrun;168;32-Gers;;;;
32217;Louslitges;58;32-Gers;;;;
32218;Loussous-Débat;66;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32219;Lupiac;311;32-Gers;;;;
32220;Luppé-Violles;138;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32221;Lussan;236;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32222;Magnan;233;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32223;Magnas;60;32-Gers;;;;
32224;Maignaut-Tauzia;228;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32225;Malabat;101;32-Gers;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
32226;Manas-Bastanous;82;32-Gers;;;;
32227;Manciet;789;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32228;Manent-Montané;91;32-Gers;;;;
32229;Mansempuy;63;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32230;Mansencôme;45;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32231;Marambat;433;32-Gers;;;;
32232;Maravat;39;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32233;Marciac;1203;32-Gers;;;;
32234;Marestaing;332;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32235;Margouët-Meymes;157;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32236;Marguestau;60;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32237;Marsan;477;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32238;Marseillan;85;32-Gers;;;;
32239;Marsolan;448;32-Gers;;;;
32240;Mascaras;63;32-Gers;;;;
32241;Mas-d'Auvignon;170;32-Gers;;;;
32242;Masseube;1501;32-Gers;;;;
32243;Mauléon-d'Armagnac;266;32-Gers;;;;
32244;Maulichères;161;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32245;Maumusson-Laguian;145;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32246;Maupas;199;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32247;Maurens;308;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32248;Mauroux;143;32-Gers;;;;
32249;Mauvezin;2237;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32250;Meilhan;77;32-Gers;;;;
32251;Mérens;69;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32252;Miélan;1117;32-Gers;;;;
32253;Miradoux;537;32-Gers;;;;
32254;Miramont-d'Astarac;347;32-Gers;;;;
32255;Miramont-Latour;151;32-Gers;;;;
32256;Mirande;3445;32-Gers;;;;
32257;Mirannes;59;32-Gers;;;;
32258;Mirepoix;232;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32260;Monbardon;73;32-Gers;;;;
32261;Monblanc;379;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32262;Monbrun;404;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32263;Moncassin;126;32-Gers;;;;
32264;Monclar;218;32-Gers;;;;
32265;Monclar-sur-Losse;109;32-Gers;;;;
32266;Moncorneil-Grazan;144;32-Gers;;;;
32267;Monferran-Plavès;111;32-Gers;;;;
32268;Monferran-Savès;825;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32269;Monfort;504;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32270;Mongausy;88;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32271;Monguilhem;292;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32272;Monlaur-Bernet;164;32-Gers;;;;
32273;Monlezun;171;32-Gers;;;;
32274;Monlezun-d'Armagnac;199;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32275;Monpardiac;44;32-Gers;;;;
32276;Montadet;69;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32277;Montamat;114;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32278;Montaut;120;32-Gers;;;;
32279;Montaut-les-Créneaux;711;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32280;Mont-d'Astarac;93;32-Gers;;;;
32281;Mont-de-Marrast;105;32-Gers;;;;
32282;Montégut;645;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32283;Montégut-Arros;282;32-Gers;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
32284;Montégut-Savès;65;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32285;Montesquiou;571;32-Gers;;;;
32286;Montestruc-sur-Gers;701;32-Gers;;;;
32287;Monties;79;32-Gers;;;;
32288;Montiron;143;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32289;Montpezat;240;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32290;Montréal;1178;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32291;Mormès;116;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32292;Mouchan;393;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32293;Mouchès;73;32-Gers;;;;
32294;Mourède;73;32-Gers;;;;
32295;Nizas;137;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32296;Nogaro;2097;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32297;Noilhan;383;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32298;Nougaroulet;376;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32299;Noulens;101;32-Gers;;;;
32300;Orbessan;286;32-Gers;;;;
32301;Ordan-Larroque;884;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32302;Ornézan;219;32-Gers;;;;
32303;Pallanne;63;32-Gers;;;;
32304;Panassac;289;32-Gers;;;;
32305;Panjas;418;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32306;Pauilhac;610;32-Gers;;;;
32307;Pavie;2513;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32308;Pébées;109;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32309;Pellefigue;115;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32310;Perchède;117;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32311;Pergain-Taillac;336;32-Gers;;;;
32312;Pessan;672;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32313;Pessoulens;139;32-Gers;CPTS LOMAGNE-GARONNE;82 001 063 5;Lomagne-Garonne;Accord conventionnel interprofessionnel signé
32314;Peyrecave;73;32-Gers;;;;
32315;Peyrusse-Grande;151;32-Gers;;;;
32316;Peyrusse-Massas;109;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32317;Peyrusse-Vieille;65;32-Gers;;;;
32318;Pis;106;32-Gers;;;;
32319;Plaisance;1416;32-Gers;;;;
32320;Plieux;153;32-Gers;;;;
32321;Polastron;273;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32322;Pompiac;210;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32323;Ponsampère;104;32-Gers;;;;
32324;Ponsan-Soubiran;78;32-Gers;;;;
32325;Pouydraguin;129;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32326;Pouylebon;147;32-Gers;;;;
32327;Pouy-Loubrin;85;32-Gers;;;;
32328;Pouy-Roquelaure;118;32-Gers;;;;
32329;Préchac;161;32-Gers;;;;
32330;Préchac-sur-Adour;194;32-Gers;;;;
32331;Preignan;1237;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32332;Préneron;121;32-Gers;;;;
32333;Projan;182;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32334;Pujaudran;1616;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32335;Puycasquier;444;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32336;Puylausic;160;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32337;Puységur;73;32-Gers;;;;
32338;Ramouzens;173;32-Gers;;;;
32339;Razengues;251;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32340;Réans;283;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32341;Réjaumont;247;32-Gers;;;;
32342;Ricourt;52;32-Gers;;;;
32343;Riguepeu;171;32-Gers;;;;
32344;Riscle;1761;32-Gers;CPTS DE L'ADOUR;;Adour;Accord conventionnel interprofessionnel signé
32345;La Romieu;562;32-Gers;;;;
32346;Roquebrune;211;32-Gers;;;;
32347;Roquefort;276;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32348;Roquelaure;571;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32349;Roquelaure-Saint-Aubin;102;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32350;Roquepine;31;32-Gers;CPTS TÉNARÈZE;;Ténarèze;Lettre d'intention validée
32351;Roques;110;32-Gers;;;;
32352;Rozès;110;32-Gers;;;;
32353;Sabaillan;148;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32354;Sabazan;134;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32355;Sadeillan;85;32-Gers;;;;
32356;Saint-André;129;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32357;Sainte-Anne;127;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32358;Saint-Antoine;188;32-Gers;;;;
32359;Saint-Antonin;154;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32360;Saint-Arailles;141;32-Gers;;;;
32361;Saint-Arroman;132;32-Gers;;;;
32362;Saint-Aunix-Lengros;143;32-Gers;;;;
32363;Sainte-Aurence-Cazaux;92;32-Gers;;;;
32364;Saint-Avit-Frandat;93;32-Gers;;;;
32365;Saint-Blancard;332;32-Gers;;;;
32366;Saint-Brès;73;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32367;Saint-Christaud;62;32-Gers;;;;
32368;Sainte-Christie;546;32-Gers;CPTS BASSIN D'AUCH;;Bassin d'Auch;Lettre d'intention validée
32369;Sainte-Christie-d'Armagnac;374;32-Gers;CPTS GASCOGNE ARMAGNAC;32 000 589 5;Gascogne Armagnac;Accord conventionnel interprofessionnel signé
32370;Saint-Clar;1049;32-Gers;;;;
32371;Saint-Créac;83;32-Gers;;;;
32372;Saint-Cricq;285;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32373;Sainte-Dode;212;32-Gers;;;;
32374;Saint-Élix-d'Astarac;183;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32375;Saint-Élix-Theux;89;32-Gers;;;;
32376;Sainte-Gemme;113;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
32377;Saint-Georges;184;32-Gers;CPTS SUD EST GERSOIS;32 000 568 9;Sud-Est gersois;Accord conventionnel interprofessionnel signé
